task_id,model_name,model_base,example_id,audio_filename,question,predicted_label,predicted_text,answer_label,answer_text,answer_type,is_correct,parse_status,raw_prediction,n_options,predicted_type,run_id,use_audio,latency_ms
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111003.mp3__3,111003.mp3,"What happens immediately after this event first appears: ""Calm waves moving in the distance.""?",B,Steady beach ambiance with soft environmental sounds.,D,"This is the last event, no immediate event after.",none,False,exact-label,B,4,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111059.mp3__3,111059.mp3,"What happens immediately after this event first appears: ""A person exhales heavily.""?",C,"A heavy engine vehicle passes by, its sound fading in and out.",D,A vehicle passes by quickly.,event,False,exact-label,C,5,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111059.mp3__4,111059.mp3,"What happens immediately after this event first appears: ""A vehicle passes by quickly.""?",D,"A heavy engine vehicle passes by, its sound fading in and out.",C,"This is the last event, no immediate event after.",none,False,exact-label,D,5,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111171.mp3__1,111171.mp3,"What happens immediately after this event first appears: ""An object clatters loudly.""?",B,A bus engine hums.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111174.mp3__0,111174.mp3,"What happens immediately after this event first appears: ""Bus engine sounds.""?",A,A bus starting its route.,A,A bus starting its route.,event,True,exact-label,A,2,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111174.mp3__1,111174.mp3,"What happens immediately after this event first appears: ""A bus starting its route.""?",B,Bus engine sounds.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111178.mp3__1,111178.mp3,"What happens immediately after this event first appears: ""An automated announcement is made by a woman’s voice.""?",A,A bus engine runs continuously.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111179.mp3__1,111179.mp3,"What happens immediately after this event first appears: ""A person is speaking softly and slowly.""?",B,A constant low engine hum and subtle road noise steadily echo inside a moving bus.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111624.mp3__7,111624.mp3,"What happens immediately after this event first appears: ""An oscillating high-pitched bird chirp continues steadily.""?",B,A bird whistles a repeating high-pitched tone outdoors.,C,A bird whistles loudly with a rising and falling pattern.,event,False,exact-label,B,10,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111624.mp3__8,111624.mp3,"What happens immediately after this event first appears: ""A bird whistles loudly with a rising and falling pattern.""?",D,"A bird chirps with a whistling, rising and falling pattern.",H,"A fast, oscillating high-pitched bird chirp rising gradually.",event,False,exact-label,D,10,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,111624.mp3__9,111624.mp3,"What happens immediately after this event first appears: ""A fast, oscillating high-pitched bird chirp rising gradually.""?",G,A bird chirps rapidly with a high-pitched oscillation in an outdoor environment.,J,"This is the last event, no immediate event after.",none,False,exact-label,G,10,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113146.mp3__2,113146.mp3,"What happens immediately after this event first appears: ""1oud metallic thumping sounds.""?",C,Loud splashing water echoing from a toilet.,C,Loud splashing water echoing from a toilet.,event,True,exact-label,C,4,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113146.mp3__3,113146.mp3,"What happens immediately after this event first appears: ""Loud splashing water echoing from a toilet.""?",B,1oud metallic thumping sounds.,D,"This is the last event, no immediate event after.",none,False,exact-label,B,4,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113320.mp3__1,113320.mp3,"What happens immediately after this event first appears: ""Quiet birds chirping in the background.""?",C,Quiet traffic sounds near a bus station.,B,A bus door opens at a bus station.,event,False,exact-label,C,3,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113320.mp3__2,113320.mp3,"What happens immediately after this event first appears: ""A bus door opens at a bus station.""?",C,Quiet traffic sounds near a bus station.,A,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113321.mp3__1,113321.mp3,"What happens immediately after this event first appears: ""A motorcycle engine roars in traffic.""?",B,A car passes by loudly in traffic.,D,A motorcycle engine running in the distance amidst traffic.,event,False,exact-label,B,5,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113321.mp3__2,113321.mp3,"What happens immediately after this event first appears: ""A motorcycle engine running in the distance amidst traffic.""?",A,A motorcycle engine roars in traffic.,E,A high-pitched squeaking noise occurs amid car traffic.,event,False,exact-label,A,5,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113321.mp3__3,113321.mp3,"What happens immediately after this event first appears: ""A high-pitched squeaking noise occurs amid car traffic.""?",B,A motorcycle engine roars in traffic.,D,A car passes by loudly in traffic.,event,False,exact-label,B,5,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113321.mp3__4,113321.mp3,"What happens immediately after this event first appears: ""A car passes by loudly in traffic.""?",D,A motorcycle engine roars in traffic.,E,"This is the last event, no immediate event after.",none,False,exact-label,D,5,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113325.mp3__2,113325.mp3,"What happens immediately after this event first appears: ""A vehicle accelerates.""?",C,A man is mumbling.,A,A car passes by.,event,False,exact-label,C,4,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113325.mp3__3,113325.mp3,"What happens immediately after this event first appears: ""A car passes by.""?",A,A man is mumbling.,C,"This is the last event, no immediate event after.",none,False,exact-label,A,4,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113326.mp3__2,113326.mp3,"What happens immediately after this event first appears: ""A pneumatic hiss sounds as the bus door opens, accompanied by the steady hum of the idling engine.""?",B,An idling bus engine with a short release of air.,A,The engine idles steadily.,event,False,exact-label,B,4,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113326.mp3__3,113326.mp3,"What happens immediately after this event first appears: ""The engine idles steadily.""?",B,"A pneumatic hiss sounds as the bus door opens, accompanied by the steady hum of the idling engine.",A,"This is the last event, no immediate event after.",none,False,exact-label,B,4,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113327.mp3__2,113327.mp3,"What happens immediately after this event first appears: ""The bus releases air with intermittent hissing and pulsating sounds.""?",C,"A continuous, rumbling bus noise is heard, steady and mechanical.",B,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113329.mp3__1,113329.mp3,"What happens immediately after this event first appears: ""Rustling sounds in the background.""?",B,Static noise with a steady pattern.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113331.mp3__2,113331.mp3,"What happens immediately after this event first appears: ""A faint rustling sound repeats.""?",C,"An engine emits a loud, droning sound with oscillating volume and pitch as it revs.",A,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113339.mp3__1,113339.mp3,"What happens immediately after this event first appears: ""Air is being ejected sharply.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,exact-label,A,2,none,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113340.mp3__1,113340.mp3,"What happens immediately after this event first appears: ""Motor roaring.""?",B,Engine sounds.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113343.mp3__6,113343.mp3,"What happens immediately after this event first appears: ""A woman speaks a single word in a crowded street environment.""?",B,A woman speaks one word clearly in a crowded street environment.,E,"This is the last event, no immediate event after.",none,False,exact-label,B,7,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113344.mp3__1,113344.mp3,"What happens immediately after this event first appears: ""An unclear radio message is heard in the distance.""?",B,An engine is running nearby.,C,A loud beeping sound is heard in the distance.,event,False,exact-label,B,3,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113344.mp3__2,113344.mp3,"What happens immediately after this event first appears: ""A loud beeping sound is heard in the distance.""?",B,An unclear radio message is heard in the distance.,C,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113351.mp3__2,113351.mp3,"What happens immediately after this event first appears: ""Very faint, muffled footsteps on heels walking outside.""?",C,Engines of passing vehicles are muffled in the background.,B,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113352.mp3__3,113352.mp3,"What happens immediately after this event first appears: ""A loud motorbike engine running on the street.""?",A,Cars rushing by repeatedly on a busy street.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,4,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113355.mp3__2,113355.mp3,"What happens immediately after this event first appears: ""A truck passes by with a roaring engine.""?",A,Traffic gradually gets louder on the street.,C,"This is the last event, no immediate event after.",none,False,exact-label,A,3,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113582.mp3__2,113582.mp3,"What happens immediately after this event first appears: ""The audience is clapping.""?",B,The audience cheers wildly.,A,An audience member is speaking.,event,False,exact-label,B,6,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113582.mp3__3,113582.mp3,"What happens immediately after this event first appears: ""An audience member is speaking.""?",A,The audience screams.,F,The audience is yelling.,event,False,exact-label,A,6,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,113582.mp3__5,113582.mp3,"What happens immediately after this event first appears: ""The audience cheers wildly.""?",E,The audience is cheering wildly.,B,"This is the last event, no immediate event after.",none,False,exact-label,E,6,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,114284.mp3__1,114284.mp3,"What happens immediately after this event first appears: ""A washing machine drum spins loudly and rhythmically, gradually increasing in speed.""?",B,A washing machine hums loudly and steadily with a vibrating sound.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_140006,True,
MCQ-ORDER,audio-flamingo-3,nvidia/audio-flamingo-3,114285.mp3__2,114285.mp3,"What happens immediately after this event first appears: ""A washing machine pump is operating.""?",D,A washing machine pump operates constantly in the background.,C,The drum of a washing machine accelerates.,event,False,exact-label,D,4,event,20260217_140006,True,
